slug,name,environment,targetPath,targetFile,prompt,negativePrompt,characterReference,environmentReference
"alternating-dumbbell-sit-to-stand-reach","Alternating Dumbbell Sit-to-Stand Reach","home","backend/public/exercises/alternating-dumbbell-sit-to-stand-reach/alternating_dumbbell_sit_to_stand_reach.png","alternating_dumbbell_sit_to_stand_reach.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Alternating Dumbbell Sit-to-Stand Reach. Training environment: home. Muscle focus: Legs. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate en una silla o banco estable con una mancuerna junto al pecho. RIGHT pose: Aprieta glúteos al final del recorrido. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"alternating-dumbbell-step-up","Alternating Dumbbell Step-Up","home","backend/public/exercises/alternating-dumbbell-step-up/alternating_dumbbell_step_up.png","alternating_dumbbell_step_up.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Alternating Dumbbell Step-Up. Training environment: home. Muscle focus: Legs. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Sujeta una mancuerna en cada mano y colócate frente a un escalón estable. RIGHT pose: Controla la bajada sin dejarte caer. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"alternating-dumbbell-target-squat-reach","Alternating Dumbbell Target Squat Reach","home","backend/public/exercises/alternating-dumbbell-target-squat-reach/alternating_dumbbell_target_squat_reach.png","alternating_dumbbell_target_squat_reach.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Alternating Dumbbell Target Squat Reach. Training environment: home. Muscle focus: Legs. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Sostén una mancuerna al pecho y colócate delante de una referencia segura. RIGHT pose: Empuja el suelo para volver a subir. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"alternating-dumbbell-triceps-kickback","Alternating Dumbbell Triceps Kickback","home","backend/public/exercises/alternating-dumbbell-triceps-kickback/alternating_dumbbell_triceps_kickback.png","alternating_dumbbell_triceps_kickback.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Alternating Dumbbell Triceps Kickback. Training environment: home. Muscle focus: Arms. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Inclina ligeramente el torso con una mancuerna en cada mano. RIGHT pose: Aprieta los tríceps al final. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"alternating-goblet-lateral-lunge","Alternating Goblet Lateral Lunge","home","backend/public/exercises/alternating-goblet-lateral-lunge/alternating_goblet_lateral_lunge.png","alternating_goblet_lateral_lunge.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Alternating Goblet Lateral Lunge. Training environment: home. Muscle focus: Legs. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Sostén una mancuerna al pecho. RIGHT pose: Mantén el pecho elevado y el pie de la otra pierna firme. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"alternating-half-kneeling-single-arm-dumbbell-press","Alternating Half-Kneeling Single-Arm Dumbbell Press","home","backend/public/exercises/alternating-half-kneeling-single-arm-dumbbell-press/alternating_half_kneeling_single_arm_dumbbell_press.png","alternating_half_kneeling_single_arm_dumbbell_press.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Alternating Half-Kneeling Single-Arm Dumbbell Press. Training environment: home. Muscle focus: Shoulders. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Colócate en media rodilla sobre la colchoneta. RIGHT pose: Empuja la mancuerna por encima de la cabeza. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"alternating-incline-push-ups-on-bench","Alternating Incline Push-ups on Bench","home","backend/public/exercises/alternating-incline-push-ups-on-bench/alternating_incline_push_ups_on_bench.png","alternating_incline_push_ups_on_bench.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Alternating Incline Push-ups on Bench. Training environment: home. Muscle focus: Chest. Category: Strength. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Apoya las manos en un banco o sofá firme. RIGHT pose: Empuja hasta extender los brazos. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"alternating-kneeling-resistance-band-lat-pulldown","Alternating Kneeling Resistance Band Lat Pulldown","home","backend/public/exercises/alternating-kneeling-resistance-band-lat-pulldown/alternating_kneeling_resistance_band_lat_pulldown.png","alternating_kneeling_resistance_band_lat_pulldown.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Alternating Kneeling Resistance Band Lat Pulldown. Training environment: home. Muscle focus: Back. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Ancla la banda por encima de la cabeza. RIGHT pose: Lleva las manos hacia la parte alta del pecho. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"alternating-lateral-step-pallof-press","Alternating Lateral Step Pallof Press","home","backend/public/exercises/alternating-lateral-step-pallof-press/alternating_lateral_step_pallof_press.png","alternating_lateral_step_pallof_press.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Alternating Lateral Step Pallof Press. Training environment: home. Muscle focus: Core. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Ancla la banda a la altura del esternón y colócate de lado. RIGHT pose: Da un paso lateral corto manteniendo la tensión. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"alternating-modified-side-plank-reach","Alternating Modified Side Plank Reach","home","backend/public/exercises/alternating-modified-side-plank-reach/alternating_modified_side_plank_reach.png","alternating_modified_side_plank_reach.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Alternating Modified Side Plank Reach. Training environment: home. Muscle focus: Core. Category: Strength. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Colócate de lado apoyando antebrazo y rodillas o pies según nivel. RIGHT pose: Respira sin perder la posición. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"alternating-reach-dumbbell-romanian-deadlift","Alternating Reach Dumbbell Romanian Deadlift","home","backend/public/exercises/alternating-reach-dumbbell-romanian-deadlift/alternating_reach_dumbbell_romanian_deadlift.png","alternating_reach_dumbbell_romanian_deadlift.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Alternating Reach Dumbbell Romanian Deadlift. Training environment: home. Muscle focus: Legs. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Sujeta una mancuerna con ambas manos o una sola según nivel. RIGHT pose: Mantén espalda neutra y cuello largo. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
